-4.57068592E-1	8.24186951E-2
-4.57130909E-1	8.24186131E-2
-4.57134306E-1	8.24188963E-2
-4.57105041E-1	8.24191719E-2
-4.57048237E-1	8.24192688E-2
-4.56988066E-1	8.24201033E-2
-4.56989199E-1	8.24205652E-2
-4.56942081E-1	8.24206322E-2
-4.56957132E-1	8.24213848E-2
-4.56956029E-1	8.24216157E-2
-4.56901014E-1	8.24219882E-2
-4.56766486E-1	8.24222118E-2
-4.56659257E-1	8.24228078E-2
-4.56548184E-1	8.24231729E-2
-4.56241280E-1	8.24232176E-2
-4.55795348E-1	8.24234858E-2
-4.55664843E-1	8.24236944E-2
-4.54891741E-1	8.24239478E-2
-4.54392791E-1	8.24242309E-2
-4.54043806E-1	8.24244767E-2
-4.53581095E-1	8.24251249E-2
-4.52985466E-1	8.24252740E-2
-4.52537835E-1	8.24260041E-2
-4.52136904E-1	8.24269950E-2
-4.51655298E-1	8.24276507E-2
-4.51358438E-1	8.24280456E-2
-4.51272368E-1	8.24283957E-2
-4.50829655E-1	8.24289173E-2
-4.50580776E-1	8.24292079E-2
-4.50107753E-1	8.24301913E-2
-4.49727535E-1	8.24308544E-2
-4.49316323E-1	8.24318677E-2
-4.48763698E-1	8.24325457E-2
-4.48381662E-1	8.24330002E-2
-4.47861373E-1	8.24340135E-2
-4.47160482E-1	8.24343860E-2
-4.46668208E-1	8.24353695E-2
-4.46069360E-1	8.24357048E-2
-4.45630938E-1	8.24360028E-2
-4.44982260E-1	8.24359432E-2
-4.44502801E-1	8.24345648E-2
-4.44058329E-1	8.24331343E-2
-4.43212003E-1	8.24318156E-2
-4.42545086E-1	8.24303925E-2
-4.41911280E-1	8.24283883E-2
-4.40953076E-1	8.24267492E-2
-4.40421730E-1	8.24261978E-2
-4.39887792E-1	8.24246332E-2
-4.39274848E-1	8.24231505E-2
-4.38932717E-1	8.24224874E-2
-4.38679874E-1	8.24209899E-2
-4.38383371E-1	8.24199244E-2
-4.37908322E-1	8.24181661E-2
-4.37527478E-1	8.24176967E-2
-4.37153280E-1	8.24157521E-2
-4.36343402E-1	8.24131966E-2
-4.35761213E-1	8.24124292E-2
-4.35278863E-1	8.24104995E-2
-4.34390306E-1	8.24089870E-2
-4.33803797E-1	8.24080482E-2
-4.33040649E-1	8.24072212E-2
-4.32825714E-1	8.24063346E-2
-4.31979448E-1	8.24052021E-2
-4.31373954E-1	8.24046135E-2
-4.31196600E-1	8.24039578E-2
-4.30576116E-1	8.24030191E-2
-4.30216700E-1	8.24022964E-2
-4.29630637E-1	8.24018717E-2
-4.29375052E-1	8.24014768E-2
-4.28534269E-1	8.24008510E-2
-4.27682191E-1	8.24003592E-2
-4.27418202E-1	8.23999420E-2
-4.26612973E-1	8.23991820E-2
-4.26153123E-1	8.23987797E-2
-4.25363868E-1	8.23985711E-2
-4.24701691E-1	8.23981017E-2
-4.24134761E-1	8.23977962E-2
-4.23411191E-1	8.23976919E-2
-4.22917277E-1	8.23972449E-2
-4.22492355E-1	8.23967829E-2
-4.21481967E-1	8.23963210E-2
-4.20140624E-1	8.23957324E-2
-4.18733686E-1	8.23952258E-2
-4.16308880E-1	8.23951587E-2
-4.14388210E-1	8.23952481E-2
-4.12791431E-1	8.23954046E-2
-4.11198378E-1	8.23955685E-2
-4.09262925E-1	8.23956504E-2
-4.08232450E-1	8.23958218E-2
-4.07398403E-1	8.23957622E-2
-4.06484514E-1	8.23951662E-2
-4.05923516E-1	8.23948234E-2
-4.05270129E-1	8.23944658E-2
-4.04638052E-1	8.23940858E-2
-4.04143810E-1	8.23940784E-2
-4.03600663E-1	8.23939368E-2
-4.02936578E-1	8.23937505E-2
-4.01949406E-1	8.23937207E-2
-4.01275784E-1	8.23935121E-2
-4.00549769E-1	8.23934302E-2
-3.99442255E-1	8.23935196E-2
-3.98746878E-1	8.23934898E-2
-3.97841096E-1	8.23933780E-2
-3.96895319E-1	8.23932514E-2
-3.95508945E-1	8.23930278E-2
-3.94002140E-1	8.23929533E-2
-3.93591106E-1	8.23926702E-2
-3.92706096E-1	8.23924318E-2
-3.92208099E-1	8.23922977E-2
-3.91772836E-1	8.23921412E-2
-3.91017824E-1	8.23917985E-2
-3.90452981E-1	8.23916569E-2
-3.89434338E-1	8.23914409E-2
-3.89105350E-1	8.23909938E-2
-3.88279021E-1	8.23901147E-2
-3.87699962E-1	8.23897421E-2
-3.87149930E-1	8.23893100E-2
-3.86666119E-1	8.23887289E-2
-3.85846883E-1	8.23886618E-2
-3.85187358E-1	8.23883489E-2
-3.84543985E-1	8.23877156E-2
-3.83451104E-1	8.23874176E-2
-3.82664204E-1	8.23873878E-2
-3.81976396E-1	8.23868737E-2
-3.81379873E-1	8.23865533E-2
-3.80584657E-1	8.23861882E-2
-3.79991591E-1	8.23859721E-2
-3.79797548E-1	8.23854804E-2
-3.79309058E-1	8.23849961E-2
-3.78535211E-1	8.23848844E-2
-3.78236026E-1	8.23845267E-2
-3.77261013E-1	8.23843703E-2
-3.76396328E-1	8.23844224E-2
-3.74905527E-1	8.23844448E-2
-3.73716384E-1	8.23844001E-2
-3.72490019E-1	8.23843032E-2
-3.70577395E-1	8.23841020E-2
-3.69511455E-1	8.23837221E-2
-3.68434250E-1	8.23834091E-2
-3.66870016E-1	8.23830590E-2
-3.65621626E-1	8.23829770E-2
-3.64038557E-1	8.23829994E-2
-3.61433893E-1	8.23829621E-2
-3.59796375E-1	8.23829547E-2
-3.58317107E-1	8.23827311E-2
-3.56463075E-1	8.23826045E-2
-3.55521947E-1	8.23821872E-2
-3.54645073E-1	8.23819637E-2
-3.53808254E-1	8.23816657E-2
-3.52684200E-1	8.23810846E-2
-3.52043778E-1	8.23809579E-2
-3.51402760E-1	8.23809579E-2
-3.50213259E-1	8.23809654E-2
-3.49564075E-1	8.23812485E-2
-3.49026918E-1	8.23814124E-2
-3.48534614E-1	8.23815390E-2
-3.47976863E-1	8.23816583E-2
-3.47276449E-1	8.23816881E-2
-3.46889615E-1	8.23818594E-2
-3.45238328E-1	8.23819265E-2
-3.44093055E-1	8.23818594E-2
-3.42882007E-1	8.23818296E-2
-3.41207594E-1	8.23813528E-2
-3.40384990E-1	8.23810920E-2
-3.39419186E-1	8.23812410E-2
-3.38994384E-1	8.23813602E-2
-3.38678926E-1	8.23815838E-2
-3.38294983E-1	8.23819935E-2
-3.38142514E-1	8.23820159E-2
-3.37398171E-1	8.23819637E-2
-3.36264104E-1	8.23817179E-2
-3.35121155E-1	8.23816434E-2
-3.34000766E-1	8.23815987E-2
-3.32374156E-1	8.23818743E-2
-3.31388056E-1	8.23820457E-2
-3.30456048E-1	8.23822767E-2
-3.29305172E-1	8.23823139E-2
-3.28614533E-1	8.23821127E-2
-3.27999651E-1	8.23822692E-2
-3.27437520E-1	8.23820233E-2
-3.26482028E-1	8.23819265E-2
-3.25104952E-1	8.23817328E-2
-3.24560881E-1	8.23814943E-2
-3.22596520E-1	8.23813304E-2
-3.21029544E-1	8.23811442E-2
-3.20602894E-1	8.23811293E-2
-3.19665521E-1	8.23810622E-2
-3.19515705E-1	8.23810175E-2
-3.19024652E-1	8.23809728E-2
-3.18466753E-1	8.23809505E-2
-3.17742646E-1	8.23808908E-2
-3.16473722E-1	8.23811144E-2
-3.15551847E-1	8.23810920E-2
-3.14257324E-1	8.23814049E-2
-3.13569754E-1	8.23815316E-2
-3.12659025E-1	8.23816732E-2
-3.11293304E-1	8.23816657E-2
-3.09045792E-1	8.23818594E-2
-3.07637662E-1	8.23820457E-2
-3.06288391E-1	8.23820680E-2
-3.04627299E-1	8.23821053E-2
-3.02922159E-1	8.23821500E-2
-3.01712692E-1	8.23819637E-2
-3.00525159E-1	8.23818445E-2
-2.99129575E-1	8.23819339E-2
-2.97623992E-1	8.23820531E-2
-2.97090679E-1	8.23822245E-2
-2.95228451E-1	8.23825151E-2
-2.93999583E-1	8.23825374E-2
-2.93057978E-1	8.23823959E-2
-2.91949391E-1	8.23825449E-2
-2.91145593E-1	8.23826045E-2
-2.90159643E-1	8.23828951E-2
-2.89618462E-1	8.23830292E-2
-2.88410097E-1	8.23831186E-2
-2.87605554E-1	8.23832452E-2
-2.86643505E-1	8.23832303E-2
-2.84920543E-1	8.23833346E-2
-2.83917397E-1	8.23835805E-2
-2.83019185E-1	8.23839307E-2
-2.82065690E-1	8.23843107E-2
-2.80485719E-1	8.23842734E-2
-2.78900921E-1	8.23843852E-2
-2.78382957E-1	8.23842287E-2
-2.76602447E-1	8.23839977E-2
-2.74889827E-1	8.23842213E-2
-2.73901582E-1	8.23842883E-2
-2.72889316E-1	8.23840722E-2
-2.71769166E-1	8.23837742E-2
-2.71125466E-1	8.23833123E-2
-2.70167381E-1	8.23831782E-2
-2.68224329E-1	8.23832676E-2
-2.66753256E-1	8.23838636E-2
-2.65109926E-1	8.23844075E-2
-2.62712568E-1	8.23848695E-2
-2.61454105E-1	8.23854432E-2
-2.60530293E-1	8.23857039E-2
-2.59748399E-1	8.23860988E-2
-2.59620219E-1	8.23865384E-2
-2.59471476E-1	8.23866874E-2
-2.58913785E-1	8.23867470E-2
-2.58002043E-1	8.23865160E-2
-2.56448418E-1	8.23863223E-2
-2.55543530E-1	8.23858082E-2
-2.54714131E-1	8.23857114E-2
-2.54149348E-1	8.23857114E-2
-2.53629893E-1	8.23860541E-2
-2.52997845E-1	8.23861361E-2
-2.52013505E-1	8.23868439E-2
-2.50997841E-1	8.23872164E-2
-2.50704437E-1	8.23873132E-2
-2.49944255E-1	8.23875293E-2
-2.48334393E-1	8.23875666E-2
-2.47794628E-1	8.23876336E-2
-2.46346757E-1	8.23877528E-2
-2.45283961E-1	8.23879242E-2
-2.44176105E-1	8.23878497E-2
-2.43056372E-1	8.23879391E-2
-2.41709188E-1	8.23877305E-2
-2.40016520E-1	8.23874995E-2
-2.38804072E-1	8.23871568E-2
-2.37647668E-1	8.23869705E-2
-2.36823186E-1	8.23867545E-2
-2.35919088E-1	8.23864862E-2
-2.34529316E-1	8.23863596E-2
-2.33781725E-1	8.23860988E-2
-2.33310655E-1	8.23858455E-2
-2.33185634E-1	8.23856667E-2
-2.33128622E-1	8.23856071E-2
-2.33220771E-1	8.23855028E-2
-2.33256713E-1	8.23855326E-2
-2.33069524E-1	8.23856220E-2
-2.32654408E-1	8.23861063E-2
-2.32288867E-1	8.23864713E-2
-2.31883943E-1	8.23867917E-2
-2.31016532E-1	8.23870748E-2
-2.29979366E-1	8.23871121E-2
-2.29614154E-1	8.23870525E-2
-2.28437304E-1	8.23872536E-2
-2.27693737E-1	8.23873281E-2
-2.27175385E-1	8.23876336E-2
-2.26404384E-1	8.23878571E-2
-2.25900576E-1	8.23880881E-2
-2.25383475E-1	8.23881850E-2
-2.25196123E-1	8.23880136E-2
-2.24905819E-1	8.23881179E-2
-2.24466547E-1	8.23880658E-2
-2.23339632E-1	8.23878422E-2
-2.21177861E-1	8.23879987E-2
-2.19672769E-1	8.23880881E-2
-2.18415588E-1	8.23882520E-2
-2.17427298E-1	8.23883787E-2
-2.16652423E-1	8.23883712E-2
-2.15821937E-1	8.23879763E-2
-2.15501830E-1	8.23879540E-2
-2.14550495E-1	8.23877603E-2
-2.13792741E-1	8.23876262E-2
-2.12911025E-1	8.23881701E-2
-2.11454868E-1	8.23886096E-2
-2.09910303E-1	8.23889822E-2
-2.07679570E-1	8.23897496E-2
-2.06193402E-1	8.23901221E-2
-2.04885066E-1	8.23903531E-2
-2.03520909E-1	8.23908076E-2
-2.02614680E-1	8.23918879E-2
-2.01755732E-1	8.23924467E-2
-2.01488182E-1	8.23933482E-2
-2.01358140E-1	8.23935717E-2
-2.00984299E-1	8.23937878E-2
-2.00100452E-1	8.23938102E-2
-1.98613644E-1	8.23939741E-2
-1.96494132E-1	8.23940262E-2
-1.94501191E-1	8.23939592E-2
-1.91661909E-1	8.23946893E-2
-1.90280065E-1	8.23952481E-2
-1.89542726E-1	8.23962390E-2
-1.88856900E-1	8.23970214E-2
-1.87464759E-1	8.23974386E-2
-1.87073424E-1	8.23976919E-2
-1.85558274E-1	8.23976919E-2
-1.83443114E-1	8.23980793E-2
-1.82934418E-1	8.23985636E-2
-1.81264833E-1	8.23987871E-2
-1.80385724E-1	8.23991522E-2
-1.79690674E-1	8.23994204E-2
-1.79579511E-1	8.23994428E-2
-1.79412246E-1	8.23994726E-2
-1.79015815E-1	8.23995098E-2
-1.78638354E-1	8.23997930E-2
-1.77134067E-1	8.24000314E-2
-1.76069155E-1	8.24001208E-2
-1.75069347E-1	8.24004561E-2
-1.74046755E-1	8.24005604E-2
-1.72942504E-1	8.24005827E-2
-1.71767473E-1	8.24008584E-2
-1.71387747E-1	8.24010670E-2
-1.69823542E-1	8.24014992E-2
-1.67647585E-1	8.24019983E-2
-1.67104855E-1	8.24020877E-2
-1.64875224E-1	8.24023187E-2
-1.62210032E-1	8.24024975E-2
-1.58708870E-1	8.24026614E-2
-1.56529933E-1	8.24029967E-2
-1.54349238E-1	8.24031755E-2
-1.51889324E-1	8.24032575E-2
-1.50359660E-1	8.24033096E-2
-1.48574069E-1	8.24034438E-2
-1.45692840E-1	8.24038163E-2
-1.44072041E-1	8.24040994E-2
-1.42739400E-1	8.24044421E-2
-1.41343117E-1	8.24047700E-2
-1.40049234E-1	8.24049562E-2
-1.39618799E-1	8.24052319E-2
-1.38474956E-1	8.24054331E-2
-1.36785671E-1	8.24059099E-2
-1.36205763E-1	8.24061483E-2
-1.35201514E-1	8.24063197E-2
-1.34118214E-1	8.24066922E-2
-1.33323267E-1	8.24066699E-2
-1.32654175E-1	8.24065432E-2
-1.31217867E-1	8.24065432E-2
-1.29770756E-1	8.24067295E-2
-1.28186435E-1	8.24071541E-2
-1.25732034E-1	8.24072808E-2
-1.24266669E-1	8.24076906E-2
-1.23014644E-1	8.24076757E-2
-1.22015268E-1	8.24078321E-2
-1.20821953E-1	8.24079141E-2
-1.19416028E-1	8.24081674E-2
-1.17781617E-1	8.24086517E-2
-1.15011647E-1	8.24089646E-2
-1.12914994E-1	8.24093148E-2
-1.11239374E-1	8.24097916E-2
-1.09416328E-1	8.24100152E-2
-1.08594559E-1	8.24101940E-2
-1.07202910E-1	8.24105665E-2
-1.06490195E-1	8.24107975E-2
-1.04749613E-1	8.24112073E-2
-9.97125581E-2	8.24116543E-2
-9.89710093E-2	8.24120715E-2
-9.80424061E-2	8.24122056E-2
-9.70791951E-2	8.24123546E-2
-9.56381485E-2	8.24125633E-2
-9.47970450E-2	8.24126825E-2
-9.40913558E-2	8.24130103E-2
-9.33661610E-2	8.24134350E-2
-9.22025889E-2	8.24137852E-2
-9.14265811E-2	8.24140236E-2
-9.06314999E-2	8.24142620E-2
-8.95876586E-2	8.24142545E-2
-8.84722099E-2	8.24145004E-2
-8.72759372E-2	8.24144706E-2
-8.62195864E-2	8.24146494E-2
-8.48739967E-2	8.24147612E-2
-8.42158496E-2	8.24147835E-2
-8.36350173E-2	8.24149475E-2
-8.28147233E-2	8.24151486E-2
-8.14945921E-2	8.24152529E-2
-8.10327083E-2	8.24154690E-2
-8.02532807E-2	8.24157298E-2
-7.92952850E-2	8.24158043E-2
-7.87174106E-2	8.24161768E-2
-7.79614151E-2	8.24163631E-2
-7.68143758E-2	8.24167207E-2
-7.51045048E-2	8.24169889E-2
-7.39305019E-2	8.24171752E-2
-7.24020004E-2	8.24173391E-2
-7.08357841E-2	8.24182108E-2
-6.78694695E-2	8.24187100E-2
-6.68185949E-2	8.24195221E-2
-6.47169352E-2	8.24201778E-2
-6.23665974E-2	8.24207291E-2
